Amygdala_L,Amygdala_R,Dorsal_striatum_L,Dorsal_striatum_R,Fusiform_gyrus_L,Fusiform_gyrus_R,Hippocampus_L,Hippocampus_R,Insula_L,Insula_R,Intracalcarine_cortex_L,Intracalcarine_cortex_R,lOFC_L,lOFC_R,mOFC_L,mOFC_R,Oral_somatosensory_cortex_R,Oral_somatosensory_cortex_L,Precuneus_L,Precuneus_R,Ventral_striatum_L,Ventral_striatum_R,vlPFC_L,vlPFC_R,vlThalamus_L,vlThalamus_R,vmPFC_L,vmPFC_R,module0_mean,module1_mean,module2_mean,module3_mean,module4_mean,module5_mean,module6_mean,module7_mean,module8_mean
0.001708319,0.003096867,0.007561142,0.001515538,0.003094826,0.005981854,0.003983568,0.001280279,0.001515538,0.001515538,0.005765864,0.006422374,0.001515538,0.001956058,0.005578245,0.006422374,0.003094826,0.003094826,0.006556421,0.002688809,0.003094826,0.005803886,0.002808529,0.003094826,0.001515538,0.001241721,0.003094826,0.007561142,0.002517258,0.003816583,0.005031815,0.006056697,0.001447084,0.001735798,0.004622615,0.004449356,0.004139831
0.000135667,0.001483564,0.004261302,0.004261302,0.002034346,0.006667218,0.000832929,0.007446737,0.004261302,0.004261302,0.010709997,0.010709997,0.004261302,0.007446737,0.007874111,0.009891349,0.002599974,0.004261302,0.008897098,0.00014245,0.004261302,0.002798561,0.00025337,0.006143854,0.004261302,0.004261302,0.001480042,0.002305412,0.002474724,0.00384597,0.006599935,0.009362404,0.004261302,0.005854019,0.004519774,0.003529931,0.00254567
0.00399163,0.001798084,0.012226823,0.010192951,0.006281939,0.003830526,0.001952405,0.001798084,0.004942544,0.011035249,0.006432569,0.006787922,0.012226823,0.009197703,0.008316593,0.007660903,0.00311066,0.003744578,0.006548909,0.012226823,0.007641691,0.006886613,0.00125786,0.001773212,0.006438961,0.012226823,0.004942544,0.004015763,0.002385051,0.007318753,0.007419812,0.005683672,0.008660894,0.010712263,0.009387866,0.007264152,0.002997344
0.009326024,0.009590263,0.02948279,0.023428588,0.008558643,0.01040282,0.006444535,0.012166417,0.011191064,0.015611573,0.015356354,0.014256739,0.008731321,0.027731024,0.017634967,0.010774333,0.005377914,0.007923094,0.000830959,0.003517091,0.001531903,0.009326024,0.001183691,0.001056089,0.005185131,0.013582775,0.004372296,0.000325866,0.00938181,0.016553096,0.012322648,0.013338637,0.011392636,0.018231172,0.002174025,0.005428963,0.001734485
0.006961899,0.003700476,0.002987099,0.006807804,0.004468707,0.005573823,0.006447642,0.001808267,0.008173705,0.00643597,0.00579679,0.00591075,0.001542244,0.003460657,0.005281278,0.005809199,0.002936613,0.007329844,0.003687129,0.003285664,0.003113371,0.006713691,0.004594391,0.004052081,0.008173705,0.007869812,0.004189193,0.002489337,0.004729571,0.00501534,0.005186394,0.005760454,0.007663298,0.002501451,0.003486396,0.004913531,0.003831251
0.003638861,0.004817108,0.004334593,0.005697201,0.008852592,0.001872297,0.011600538,0.005238138,0.007538036,0.002259136,0.014025393,0.006909533,0.017759525,0.00614221,0.006671487,0.01476802,0.00615181,0.007682285,0.012840503,0.018665132,0.011582552,0.00666586,0.009866667,0.001006428,0.005498522,0.011974219,0.010895174,0.011513414,0.006323661,0.005966472,0.010097366,0.007602408,0.006817478,0.011950868,0.015752817,0.009124206,0.008320421
0.000242578,0.004584841,0.004584841,0.000885454,0.004584841,0.004057362,0.003533195,0.004584841,0.000885454,0.004045565,0.000885454,0.000885454,0.000885454,0.004584841,0.004584841,0.000513376,0.000885454,0.000885454,0.0001295,0.000361287,0.000361287,0.000885454,0.003015195,0.000885454,0.004584841,0.004584841,0.000885454,0.000885454,0.003236364,0.001810301,0.003227686,0.001942757,0.003525175,0.002735147,0.000245393,0.00062337,0.001417889
0.002799136,0.000946495,0.002799136,0.002799136,0.002799136,0.002799136,0.002799136,0.001957046,0.001701101,0.002799136,0.000518001,0.002799136,0.002549509,0.001310911,0.002071006,0.001674625,0.000769317,0.002799136,0.002799136,0.001701101,0.00011396,0.001674625,0.000769317,0.001310911,0.002799136,0.002799136,0.001523371,0.002799136,0.002125453,0.002291681,0.002181589,0.002038757,0.002524627,0.00193021,0.002250118,0.000894292,0.001600684
0.002327781,0.002699326,0.008007521,0.009125143,0.008405851,0.007100396,0.005937778,0.006289684,0.008979426,0.004317426,0.011842418,0.010342194,0.006995649,0.003474888,0.007723176,0.007625373,0.008927712,0.005192413,0.011067884,0.008540709,0.007156217,0.002056864,0.010242108,0.005184348,0.007529362,0.006017739,0.008927712,0.010242108,0.004313642,0.007813197,0.007918133,0.009761669,0.006710988,0.005235268,0.009804296,0.00460654,0.008649069
0.001719332,0.017026537,0.009213339,0.001775653,0.005011486,0.010790529,0.013529934,0.01001384,0.006168241,0.006696709,0.008610949,0.012733874,0.003009042,0.008610949,0.008091341,0.01001384,0.006435427,0.008947357,0.001544722,0.00984903,0.012946663,0.002792228,0.012813726,0.001879248,0.008926857,0.007132089,0.012150956,0.006637327,0.010572411,0.006592944,0.007705555,0.010711784,0.007230974,0.005809996,0.005696876,0.007869446,0.008370314
0.007313593,0.007012127,0.007351758,0.003851173,0.014620406,0.009656833,0.009656833,0.003262004,0.001375172,0.00601431,0.013649429,0.003323164,0.010164431,0.009656833,0.004919285,0.00793293,0.014766685,0.009656833,0,0.003292621,0.006670561,0.001654536,0.005931118,0.003725359,0.006027045,0.015297446,0.008488104,0.00415961,0.006811139,0.008906612,0.00915754,0.008876475,0.007178493,0.009910632,0.001646311,0.004162549,0.005576048
0.00792265,0.004360158,0.002105622,0.001690508,0.006149634,0.0001295,0.008910443,0.003372365,0.004360158,0.003372365,0.008910443,0.008910443,0.007366491,0.004028293,0.00792265,0.004360158,0.00385964,0.006248907,0.000563731,0.001376829,0.002125572,0.001722752,0.006248907,0.000961715,0.004360158,0.004360158,0.001852252,0.002105622,0.006141404,0.003476169,0.006144147,0.005983462,0.004113209,0.005697392,0.00097028,0.001924162,0.002792124
0.004684783,0.00133726,0.005661584,0.005661584,0.004684783,0.00159626,0.002033786,0.002288161,0.002288161,0.004438121,0.004004063,0.004980864,0,0.00119481,0.004133796,0.005661584,0.005661584,0.005661584,0.002288161,0.004794247,0.001074771,0.002288161,0.001186696,0.001327993,0.002288161,0.003086159,0.001723813,0.002288161,0.002585997,0.005661584,0.004826721,0.003527062,0.003025151,0.000597405,0.003541204,0.001681466,0.001631666
0.000233447,0.000362947,0.003609291,0.003609291,0.003499714,0.002825615,0.003609291,0.002328386,0.000790475,0.003609291,0.001645362,0.003609291,0.002057635,0.003609291,0.003009873,0.003609291,0.002057635,0.003609291,0.003609291,0.002057635,0.001608199,0.003499714,0.001039777,0.000374744,0.001328129,0.003609291,0.002057635,0.001506237,0.001633518,0.003221377,0.003372959,0.002693422,0.002334296,0.002833463,0.002833463,0.002553957,0.001244598
0.001736505,0.000589486,0.002636042,0.007889574,0.005921449,0.005921449,0.007889574,0.007889574,0.00012387,0.000756981,0.004328985,0.005921449,0.001657007,0.005921449,0.004328985,0.003925667,0.001657007,0.007889574,0.001872141,0.004328985,0.003093183,0.004577242,0.002636042,0.004328985,0.005217597,0.006099239,0.002636042,0.00218603,0.004526285,0.00501805,0.004725367,0.005390627,0.003049422,0.003789228,0.003100563,0.003835213,0.002946775
0.004327598,0.002227394,0.008256795,0.006419937,0.004290362,0.029484548,0.003797438,0.007782032,0.010017662,0.005713934,0.005661849,0.006931245,0.023694432,0.004911382,0.004522076,0.002620704,0.023528237,0.009507387,0.00012387,0.003382774,0.005164775,0.007782032,0.005132996,0.020532109,0.005435818,0.01014817,0.001885426,0.010335252,0.004533615,0.011928089,0.003811047,0.01402588,0.007828896,0.014302907,0.001753322,0.006473404,0.009471446
0.003735154,0.004535427,0.001293607,0.000916368,0.004378794,0.005057744,0.005057744,0.004535427,0.001293607,0.001293607,0.005057744,0.005057744,0.000614656,0.000237417,0.005057744,0.005057744,0.000614656,0.001293607,0.000916368,0.001293607,0.0001295,0.003187392,0.000614656,0.001293607,0.005057744,0.001293607,0.00105619,0.001293607,0.004465938,0.00102956,0.004831427,0.005057744,0.002234641,0.000426037,0.001104987,0.001658446,0.001064515
0.005300022,0.005300022,0.005300022,0.000543901,0.005300022,0,0.005300022,0.003567475,0.005300022,0.005300022,0.000670354,0,0.005300022,0.005300022,0.003567475,0.005300022,0.001983383,0.005300022,0.003567475,0.000815851,0.000543901,0.000815851,0,0.000543901,0.005300022,0.005300022,0.000815851,0.001983383,0.004866885,0.003281832,0.004722506,0.000223451,0.005300022,0.005300022,0.002191663,0.000679876,0.000835784
0.013948181,0.019569925,0.011371273,0.003028886,0.005121886,0.008612983,0.009497652,0.000907779,0.011573794,0.006714046,0.006517945,0.004668561,0.003711078,0.012098797,0.000428064,0.003061741,0.000574589,0.007845374,0.009139622,0.009938958,0.007845374,0.006832546,0.01214458,0.004328302,0.012098797,0.005863408,0.003443111,0.009938958,0.010980884,0.00570503,0.002870564,0.00659983,0.009062512,0.007904938,0.00953929,0.00733896,0.007463738
0.017336324,0.008697502,0.017466197,0.018041553,0.035788063,0.020909879,0.009659817,0.005306936,0.027543709,0.018962951,0.025159841,0.023048485,0.02285998,0.013139562,0.019997248,0.032715005,0.01505698,0.017466197,0.013283073,0.008748377,0.014963388,0.007662945,0.011171225,0.030515256,0.008601475,0.023430878,0.008615799,0.008181839,0.010250145,0.017007732,0.029500106,0.023039402,0.019634754,0.017999771,0.011015725,0.011313167,0.014621029
0.016127134,0.001351798,0.005587041,0.010072272,0.004738598,0.012361973,0.003486392,0.013070789,0.018411353,0.014599392,0.023781031,0.019578925,0.012604304,0.020891573,0.015787473,0.01177612,0.005614368,0.006566803,0.013857854,0.005925734,0.017777107,0.030582614,0.00641319,0.006881343,0.015023316,0.006855277,0.005496482,0.022358095,0.008509028,0.006960121,0.010767397,0.018573976,0.013722334,0.016747938,0.009891794,0.02417986,0.010287277
0.016665493,0.011090475,0.011486701,0.008861614,0.010164233,0.000590243,0.011792939,0.021578271,0.010046161,0.02250092,0.011120338,0.014094485,0.008374649,0.007405337,0.004543643,0.003653792,0.000823805,0.005275912,0.008594412,0.001805828,0.009420864,0.00328673,0.002825502,0.007490303,0.011049867,0.021578271,0.016169698,0.014062792,0.015281795,0.006612008,0.006120556,0.008601689,0.016293804,0.007889993,0.00520012,0.006353797,0.010137074
0.004512155,0.000596934,0.007553802,0.023137476,0.011037324,0.035217926,0.023682703,0.026452316,0.009220474,0.004723998,0.007640869,0.003132106,0.010850634,0.003651016,0.009857291,0.007854208,0.004711711,0.009220474,0.01469094,0.00366149,0.029580369,0.001564921,0.003817143,0.001564921,0.005719887,0.002271819,0.008766487,0.007359889,0.013811027,0.011155866,0.009582941,0.0153303,0.005484044,0.007250825,0.009176215,0.015572645,0.00537711
0.006228596,0.001157421,0.005843883,0.00383771,0.005790923,0.002807468,0.005790923,0.001157421,0.006228596,0.008038773,0.003708796,0.002611473,0.009265011,0.005843883,0.001822824,0.002807468,0.008038773,0.00383771,0.002444063,0.006228596,0.002807468,0.000247739,0.001905976,0.00657279,0.00383771,0.002611473,0.004617645,0.009265011,0.00358359,0.005389519,0.003473738,0.003042579,0.005179138,0.007554447,0.00433633,0.001527604,0.005590356
0.005227623,0.010620552,0.017569241,0.005545596,0.009992218,0.011724758,0.008372761,0.010072448,0.015156637,0.008974009,0.016169963,0.022902286,0.012778909,0.008940545,0.009476987,0.013471213,0.020029809,0.024260147,0.008744609,0.007694498,0.00481836,0.01130857,0.003721422,0.010415697,0.005758131,0.018644917,0.013275493,0.009118926,0.008573346,0.016851198,0.010980139,0.016932336,0.012133423,0.010859727,0.008219553,0.008063465,0.009132885
0.008172546,0.013693272,0.006344619,0.013659597,0.004762001,0.008553299,0.003326099,0.007738145,0.013044526,0.002298363,0.005152328,0.011950095,0.00951329,0.000700997,0.013659597,0.023095955,0.010844091,0.006344619,0.01015185,0.001146477,0.004108702,0.002798719,0.008972531,0.005229498,0.013044526,0.007418727,0.003588969,0.008606791,0.008232516,0.009298231,0.013839184,0.008551908,0.008951535,0.005107143,0.005649163,0.003453711,0.006599447
0.009903439,0.001187085,0.007039658,0.007039658,0.002609325,0.012256087,0.005845802,0.021902572,0.007039658,0.004593655,0.014886754,0.01145752,0.020146264,0.006383211,0.05891612,0.00612329,0.01582904,0.017204477,0.010524898,0.009733237,0.007635939,0.012067244,0.006235816,0.009918577,0.007039658,0.004705651,0.004705651,0.001913017,0.009709725,0.011778208,0.022549578,0.012866787,0.005844656,0.013264738,0.010129068,0.009851591,0.005693266
0.004590613,0.004102995,0.005171498,0.013734659,0.014169148,0.009662122,0.006744023,0.010680717,0.008432652,0.007606066,0.01671904,0.022524437,0.007595179,0.007006322,0.009910517,0.017527549,0.010552213,0.025786006,0.000949668,0.012754824,0.008526136,0.005422873,0.002849623,0.005230678,0.009284468,0.00638675,0.014795231,0.007637272,0.006529587,0.013811094,0.013869071,0.016301866,0.007927484,0.00730075,0.006852246,0.006974504,0.007628201
0.013627384,0.008991195,0.008411813,0.006749097,0.002727468,0.008711292,0.007678652,0.011999075,0.007189427,0.002523909,0.000496417,0.009189011,0.014158048,0.00770153,0.005213967,0.012488513,0.017662702,0.012828059,0.008440376,0.03115349,0.005069725,0.004300185,0.019063496,0.016194272,0.012097567,0.011428256,0.008700029,0.001558318,0.010574077,0.011412918,0.006809983,0.00613224,0.00830979,0.010929789,0.019796933,0.004684955,0.011379029
0.005602869,0.01030536,0.023127699,0.003890277,0.028099516,0.012768843,0.006576508,0.008314308,0.008314308,0.011345397,0.021478885,0.015656664,0.001317533,0.018200097,0.02414709,0.021761963,0.007067719,0.010145722,0.019968821,0.020455921,0.009960046,0.019562777,0.003890072,0.008786268,0.009641739,0.005603331,0.009719048,0.024661588,0.007699761,0.011057854,0.024669523,0.016634798,0.008726194,0.009758815,0.020212371,0.014761412,0.011764244
0.004913993,0.003521237,0.004153029,0.006660958,0.004901856,0.005271441,0.004931965,0.004270198,0.003681328,0.00603488,0.007944952,0.010503161,0.005422451,0.006076335,0.004270198,0.009737552,0.004338788,0.005130144,0.002948065,0.001020965,0.005680925,0.001400691,0.001965296,0.007875232,0.008081053,0.009912788,0.007473971,0.002873698,0.004409348,0.00507073,0.006303202,0.007906518,0.006927512,0.005749393,0.001984515,0.003540808,0.005047049
0.004677288,0.001964342,0.012478295,0.00936873,0.007543867,0.008676163,0.005506908,0.004093933,0.010186091,0.009695284,0.009970754,0.00767855,0.001527947,0.001171297,0.004361908,0.003516637,0.003603125,0.003603125,0.001375704,0.00767855,0.004093933,0.002608965,0.005808841,0.003516637,0.00740308,0.00606958,0.00606958,0.005295046,0.004060618,0.007263318,0.005140804,0.008775156,0.008338509,0.001349622,0.004527127,0.003351449,0.005172526
0.007680799,0.001195562,0.020017931,0.010072299,0.008797224,0.001455119,0.014323039,0.015095486,0.010379365,0.006072706,0.008588576,0.009040579,0.007748128,0.008852469,0.019446793,0.009959267,0.007642429,0.006243068,0.003157894,0.004735102,0.007271496,0.004885073,0.008468652,0.016031239,0.016105071,0.011183614,0.007561752,0.001550523,0.009573721,0.010993932,0.012734428,0.006361425,0.010935189,0.008300299,0.003946498,0.006078284,0.008403042
0.002014801,0.001873597,0.007584462,0.007584462,0.002327641,0.012716815,0.007150752,0.004062569,0.009280364,0.008713596,0.00925082,0.00925082,0.00660796,0.00925082,0.002277714,0.007457698,0.004080326,0.004628589,0.005492102,0.01052145,0.006783762,0.00073629,0.007668429,0.007794245,0.007112546,0.008166846,0.007730223,0.012763491,0.00377543,0.00596946,0.004021017,0.010406152,0.008318338,0.00792939,0.008006776,0.003760026,0.008989097
0.009894804,0.002269499,0.015832015,0.006724685,0.002811395,0.0026102,0.021898195,0.005359507,0.013539493,0.009121041,0.008617975,0.019870139,0.009662277,0.012058156,0.003555702,0.011329212,0.011376851,0.017545744,0.005850298,0.001259407,0.008617975,0.003133935,0.006164429,0.002477766,0.013539493,0.015388373,0.003863388,0.012038303,0.009855501,0.012869824,0.00589877,0.010366104,0.0128971,0.010860217,0.003554853,0.005875955,0.006135972
0.00638528,0.00684816,0.012666776,0.003628901,0.023748324,0.009360412,0.010539998,0.011833185,0.007304856,0.005336431,0.013682182,0.024884252,0.009638057,0.003211912,0.012948941,0.011869046,0.018043503,0.016846335,0.00914643,0.004507458,0.013493166,0.012709349,0.008398103,0.008406089,0.032646591,0.031697809,0.012573681,0.013770129,0.008901656,0.012796379,0.01618877,0.015975615,0.019246422,0.006424984,0.006826944,0.013101258,0.010787
0.004589021,0.006985748,0.004589021,0.006091498,0.004892374,0.003403445,0.004131882,0.00379892,0.004244625,0.007698316,0.006099056,0.007601533,0.008994652,0.00979077,0.003838027,0.006060597,0.001914433,0.00979077,0,0.006705937,0.002335378,0.006060597,0.006060597,0.001558379,0.002072813,0.00508025,0.004764858,0.008994652,0.004876393,0.00559643,0.004930333,0.005701345,0.004774001,0.009392711,0.003352969,0.004197987,0.005344621
0.008803108,0.00087412,0.006143362,0.009827807,0.008505355,0.004311403,0.009827807,0.008995414,0.00536667,0.004247718,0.005380507,0.006304989,0.000696689,0.004172635,0.003535925,0.001250796,0.003674326,0.004247718,0.003142295,0.004911303,0.004247718,0.001722155,0.001718347,0.006143362,0.007122003,0.003484594,0.006813211,0.009827807,0.007125112,0.005973303,0.004430692,0.005332299,0.005055246,0.002434662,0.004026799,0.002984937,0.006125682
0.010310209,0.00522241,0.040087918,0.001881349,0.018943838,0.008459661,0.004697034,0.004113966,0.014511437,0.024781981,0.008379512,0.003284011,0.005019297,0.007975854,0.001705261,0.002735252,0.007625274,0.008287893,0.000575556,0.009080686,0.011593074,0.028584631,0.036760191,0.004767411,0.020844449,0.008314254,0.017288004,0.023200923,0.006085905,0.014470608,0.007794784,0.006707728,0.01711303,0.006497576,0.004828121,0.020088853,0.020504132
0.003472507,0.001728702,0.005825928,0.006975529,0.004221736,0.002654654,0.006975529,0.003009638,0.00583099,0.005097084,0.003228869,0.002079269,0.005825928,0.001428605,0.00410603,0.005839321,0.006975529,0.006975529,0.003197951,0.005523088,0.003059973,0.002908562,0.006246685,0.006375845,0.004195591,0.003442525,0.003057444,0.005097084,0.003796594,0.006688128,0.004722362,0.002654264,0.004641548,0.003627267,0.004360519,0.002984267,0.005194265
0.00190988,0.003008214,0.000696006,0.00190988,0.001885991,0.00191086,0.003008214,0.003008214,0.003008214,0.00190988,0.001217563,0.003008214,0.00191086,0.00191086,0.001093693,0.001667302,0.003008214,0.003008214,0.001527454,0.003008214,0.003008214,0.002595561,0.003008214,0.001526474,0.000366448,0.002321744,0.003008214,0.000378245,0.002733631,0.002155579,0.001548995,0.002045546,0.001901572,0.00191086,0.002267834,0.002801888,0.001980287
0.011699596,0.001684898,0.017745498,0.015567099,0.015016084,0.004321687,0.006419125,0.004319024,0.010026868,0.009972702,0.019503389,0.026098665,0.020078597,0.010275055,0.002392627,0.005837496,0.017114985,0.0057621,0.007614793,0.006331649,0.013330147,0.014677608,0.008249888,0.002292872,0.023472114,0.020038151,0.02084019,0.012650426,0.006030661,0.01404742,0.007748736,0.016641247,0.015877459,0.015176826,0.006973221,0.014003877,0.011008344
0.005494337,0.015524072,0.001811908,0.01014444,0.000347605,0.005984392,0.005971956,0.059761608,0.020901978,0.01014444,0.001811908,0.001811908,0.004710255,0.001321854,0.004037947,0.001811908,0.001811908,0.005971956,0.002345216,0,0.001811908,0.023651724,0.000490055,0.000490055,0.015530856,0.023651724,0.008344361,0.000774955,0.021687993,0.004935053,0.00206582,0.003202736,0.017557249,0.003016054,0.001172608,0.012731816,0.002524856